"Date","Price","Open","High","Low","Change %"
"Jul 27, 2015","2.7713","2.7399","2.7780","2.7320","1.23%"
"Jul 24, 2015","2.7377","2.7336","2.7539","2.7225","0.12%"
"Jul 23, 2015","2.7344","2.7057","2.7397","2.7033","1.02%"
"Jul 22, 2015","2.7067","2.6835","2.7250","2.6780","0.83%"
"Jul 21, 2015","2.6844","2.6975","2.7002","2.6780","-0.52%"
"Jul 20, 2015","2.6983","2.6518","2.7020","2.6518","1.72%"
"Jul 17, 2015","2.6526","2.6554","2.6585","2.6449","-0.15%"
"Jul 16, 2015","2.6565","2.6442","2.6594","2.6380","0.38%"
"Jul 15, 2015","2.6464","2.6305","2.6521","2.6250","0.56%"
"Jul 14, 2015","2.6317","2.6450","2.6520","2.6240","-0.53%"
"Jul 13, 2015","2.6456","2.6708","2.6751","2.6410","-0.79%"
"Jul 10, 2015","2.6667","2.6766","2.6808","2.6540","-0.45%"
"Jul 09, 2015","2.6788","2.6871","2.6897","2.6625","-0.35%"
"Jul 08, 2015","2.6881","2.6849","2.7016","2.6749","0.10%"
"Jul 07, 2015","2.6854","2.6772","2.7002","2.6690","0.27%"
"Jul 06, 2015","2.6781","2.6907","2.7163","2.6703","-0.39%"
"Jul 03, 2015","2.6885","2.6836","2.6950","2.6805","0.16%"
"Jul 02, 2015","2.6843","2.6900","2.7070","2.6790","-0.27%"
"Jul 01, 2015","2.6917","2.6807","2.6970","2.6670","0.38%"
"Jun 30, 2015","2.6816","2.7008","2.7073","2.6670","-0.78%"
"Jun 29, 2015","2.7028","2.6640","2.7096","2.6640","1.42%"
"Jun 26, 2015","2.6649","2.6542","2.6750","2.6525","0.37%"
"Jun 25, 2015","2.6550","2.6767","2.6793","2.6495","-0.84%"
"Jun 24, 2015","2.6776","2.6778","2.6890","2.6670","-0.05%"
"Jun 23, 2015","2.6789","2.6645","2.6860","2.6619","0.50%"
"Jun 22, 2015","2.6656","2.6943","2.6976","2.6580","-1.09%"
"Jun 19, 2015","2.6951","2.7107","2.7254","2.6889","-0.63%"
"Jun 18, 2015","2.7123","2.7038","2.7212","2.7020","0.23%"
"Jun 17, 2015","2.7061","2.7325","2.7452","2.7049","-1.04%"
"Jun 16, 2015","2.7345","2.7342","2.7527","2.7230","-0.05%"
"Jun 15, 2015","2.7358","2.7099","2.7460","2.7099","0.85%"
"Jun 12, 2015","2.7128","2.7015","2.7262","2.6992","0.39%"
"Jun 11, 2015","2.7022","2.7318","2.7532","2.6971","-1.18%"
"Jun 10, 2015","2.7345","2.7503","2.7564","2.7240","-0.64%"
"Jun 09, 2015","2.7521","2.7505","2.7642","2.7280","0.02%"
"Jun 08, 2015","2.7515","2.7678","2.8117","2.7410","3.36%"
"Jun 05, 2015","2.6621","2.6664","2.6920","2.6520","-0.21%"
"Jun 04, 2015","2.6677","2.6843","2.7080","2.6560","-0.67%"
"Jun 03, 2015","2.6856","2.6732","2.6930","2.6697","0.42%"
"Jun 02, 2015","2.6743","2.6820","2.6940","2.6680","-0.32%"
"Jun 01, 2015","2.6829","2.6598","2.6865","2.6572","0.75%"
"May 29, 2015","2.6630","2.6540","2.6687","2.6440","0.33%"
"May 28, 2015","2.6543","2.6407","2.6679","2.6380","0.46%"
"May 27, 2015","2.6421","2.6397","2.6670","2.6300","0.02%"
"May 26, 2015","2.6417","2.6129","2.6450","2.6120","1.00%"
"May 25, 2015","2.6155","2.5986","2.6200","2.5913","0.63%"
"May 22, 2015","2.5991","2.5877","2.6080","2.5810","0.39%"
"May 21, 2015","2.5889","2.5761","2.5960","2.5570","0.44%"
"May 20, 2015","2.5776","2.5923","2.6130","2.5683","-0.61%"
"May 19, 2015","2.5935","2.5797","2.6049","2.5710","0.50%"
"May 18, 2015","2.5806","2.5750","2.5900","2.5700","0.18%"
"May 15, 2015","2.5759","2.5898","2.6007","2.5728","-0.58%"
"May 14, 2015","2.5909","2.6296","2.6337","2.5860","-1.51%"
"May 13, 2015","2.6307","2.6624","2.6730","2.6187","-1.23%"
"May 12, 2015","2.6635","2.6925","2.7050","2.6577","-1.12%"
"May 11, 2015","2.6938","2.6880","2.7050","2.6770","-0.06%"
"May 08, 2015","2.6953","2.6842","2.7038","2.6720","0.38%"
"May 07, 2015","2.6852","2.6916","2.7150","2.6750","-0.28%"
"May 06, 2015","2.6928","2.7030","2.7220","2.6840","-0.43%"
"May 05, 2015","2.7045","2.7099","2.7250","2.6990","-0.31%"
"May 04, 2015","2.7130","2.7122","2.7243","2.6930","0.19%"
"May 01, 2015","2.7079","2.6708","2.7124","2.6626","1.33%"
"Apr 30, 2015","2.6723","2.6594","2.6850","2.6470","0.44%"
"Apr 29, 2015","2.6605","2.6573","2.6750","2.6420","0.08%"
"Apr 28, 2015","2.6584","2.6733","2.6945","2.6480","-0.60%"
"Apr 27, 2015","2.6744","2.7242","2.7390","2.6652","-1.47%"
"Apr 24, 2015","2.7144","2.7000","2.7438","2.6970","0.48%"
"Apr 23, 2015","2.7015","2.7109","2.7349","2.6950","-0.40%"
"Apr 22, 2015","2.7123","2.6844","2.7220","2.6750","0.99%"
"Apr 21, 2015","2.6858","2.6991","2.7159","2.6760","-0.50%"
"Apr 20, 2015","2.6993","2.6870","2.7119","2.6693","0.79%"
"Apr 17, 2015","2.6782","2.6771","2.7010","2.6708","-0.01%"
"Apr 16, 2015","2.6786","2.6974","2.7150","2.6692","-0.75%"
"Apr 15, 2015","2.6989","2.6874","2.7316","2.6800","0.39%"
"Apr 14, 2015","2.6883","2.6690","2.6949","2.6580","0.67%"
"Apr 13, 2015","2.6705","2.6188","2.6740","2.6188","1.59%"
"Apr 10, 2015","2.6287","2.6190","2.6425","2.6110","0.34%"
"Apr 09, 2015","2.6199","2.5974","2.6240","2.5820","0.78%"
"Apr 08, 2015","2.5995","2.6008","2.6038","2.5820","-0.11%"
"Apr 07, 2015","2.6023","2.5735","2.6049","2.5630","1.22%"
"Apr 06, 2015","2.5710","2.5682","2.5785","2.5530","-0.03%"
"Apr 03, 2015","2.5719","2.5844","2.5982","2.5535","-0.53%"
"Apr 02, 2015","2.5855","2.5982","2.6021","2.5805","-0.52%"
"Apr 01, 2015","2.5990","2.5970","2.6140","2.5865","0.05%"
"Mar 31, 2015","2.5978","2.6085","2.6235","2.5905","-0.38%"
"Mar 30, 2015","2.6078","2.6098","2.6195","2.5955","-0.09%"
"Mar 27, 2015","2.6102","2.5910","2.6247","2.5910","0.56%"
"Mar 26, 2015","2.5957","2.5858","2.6180","2.5820","0.34%"
"Mar 25, 2015","2.5870","2.5510","2.5940","2.5489","1.38%"
"Mar 24, 2015","2.5519","2.5412","2.5700","2.5390","0.38%"
"Mar 23, 2015","2.5423","2.5724","2.5926","2.5390","-1.19%"
"Mar 20, 2015","2.5730","2.6030","2.6070","2.5682","-1.30%"
"Mar 19, 2015","2.6070","2.5687","2.6190","2.5597","1.43%"
"Mar 18, 2015","2.5702","2.6105","2.6270","2.5632","-1.59%"
"Mar 17, 2015","2.6117","2.6252","2.6330","2.6030","-0.55%"
"Mar 16, 2015","2.6261","2.6297","2.6433","2.5980","-0.52%"
"Mar 13, 2015","2.6397","2.5831","2.6496","2.5811","2.16%"
"Mar 12, 2015","2.5840","2.6093","2.6156","2.5815","-1.02%"
"Mar 11, 2015","2.6105","2.6374","2.6450","2.6020","-1.06%"
"Mar 10, 2015","2.6385","2.6004","2.6470","2.5976","1.42%"
"Mar 09, 2015","2.6016","2.6264","2.6335","2.5870","-0.87%"
"Mar 06, 2015","2.6244","2.6064","2.6473","2.5695","0.67%"
"Mar 05, 2015","2.6069","2.5630","2.6290","2.5600","1.67%"
"Mar 04, 2015","2.5640","2.5360","2.5725","2.5300","1.12%"
"Mar 03, 2015","2.5357","2.5179","2.5413","2.5040","0.75%"
"Mar 02, 2015","2.5169","2.5107","2.5240","2.5010","0.32%"
"Feb 27, 2015","2.5088","2.5053","2.5278","2.4910","0.19%"
"Feb 26, 2015","2.5040","2.4874","2.5080","2.4710","0.62%"
"Feb 25, 2015","2.4886","2.4610","2.4933","2.4490","1.01%"
"Feb 24, 2015","2.4637","2.4746","2.4907","2.4600","-0.47%"
"Feb 23, 2015","2.4753","2.4674","2.4862","2.4480","0.93%"
"Feb 20, 2015","2.4526","2.4530","2.4682","2.4470","-0.18%"
"Feb 19, 2015","2.4570","2.4420","2.4602","2.4300","0.62%"
"Feb 18, 2015","2.4418","2.4505","2.4700","2.4398","-0.42%"
"Feb 17, 2015","2.4520","2.4552","2.4591","2.4370","-0.19%"
"Feb 16, 2015","2.4566","2.4566","2.4642","2.4410","-0.06%"
"Feb 13, 2015","2.4581","2.4660","2.4787","2.4540","-0.34%"
"Feb 12, 2015","2.4666","2.4986","2.5084","2.4627","-1.35%"
"Feb 11, 2015","2.5004","2.4945","2.5144","2.4780","0.16%"
"Feb 10, 2015","2.4964","2.4735","2.5097","2.4645","0.80%"
"Feb 09, 2015","2.4766","2.4777","2.5032","2.4687","0.11%"
"Feb 06, 2015","2.4739","2.4348","2.4829","2.4240","1.49%"
"Feb 05, 2015","2.4375","2.4639","2.4668","2.4320","-1.18%"
"Feb 04, 2015","2.4665","2.3996","2.4687","2.3900","2.71%"
"Feb 03, 2015","2.4014","2.4294","2.4416","2.3907","-1.20%"
"Feb 02, 2015","2.4306","2.4426","2.4453","2.4110","-0.65%"
"Jan 30, 2015","2.4464","2.4143","2.4502","2.4020","1.25%"
"Jan 29, 2015","2.4161","2.3832","2.4212","2.3823","1.27%"
"Jan 28, 2015","2.3859","2.3622","2.3873","2.3510","0.92%"
"Jan 27, 2015","2.3641","2.3520","2.3739","2.3360","0.42%"
"Jan 26, 2015","2.3542","2.3628","2.3735","2.3440","0.25%"
"Jan 23, 2015","2.3483","2.3195","2.3558","2.3160","1.04%"
"Jan 22, 2015","2.3242","2.3495","2.3617","2.3137","-1.11%"
"Jan 21, 2015","2.3503","2.3445","2.3545","2.3300","0.17%"
"Jan 20, 2015","2.3463","2.3362","2.3632","2.3210","0.35%"
"Jan 19, 2015","2.3380","2.3311","2.3482","2.3240","0.65%"
"Jan 16, 2015","2.3229","2.3110","2.3420","2.3000","0.55%"
"Jan 15, 2015","2.3103","2.2801","2.3317","2.2690","1.28%"
"Jan 14, 2015","2.2811","2.2837","2.3087","2.2745","-0.21%"
"Jan 13, 2015","2.2858","2.2837","2.2888","2.2700","0.02%"
"Jan 12, 2015","2.2853","2.2893","2.2982","2.2799","-0.42%"
"Jan 09, 2015","2.2950","2.2982","2.3110","2.2815","-0.18%"
"Jan 08, 2015","2.2992","2.3178","2.3229","2.2940","-0.85%"
"Jan 07, 2015","2.3189","2.3222","2.3342","2.3170","-0.17%"
"Jan 06, 2015","2.3228","2.3305","2.3367","2.3125","-0.39%"
"Jan 05, 2015","2.3318","2.3507","2.3524","2.3238","-0.53%"
"Jan 02, 2015","2.3442","2.3310","2.3586","2.3300","0.57%"
"Jan 01, 2015","2.3309","2.3355","2.3365","2.3299","-0.15%"
"Dec 31, 2014","2.3345","2.3277","2.3400","2.3200","0.24%"
"Dec 30, 2014","2.3289","2.3170","2.3510","2.3110","0.49%"
"Dec 29, 2014","2.3176","2.3154","2.3292","2.3125","0.00%"
"Dec 26, 2014","2.3175","2.3185","2.3232","2.3120","-0.15%"
"Dec 25, 2014","2.3210","2.3171","2.3230","2.3120","0.16%"
"Dec 24, 2014","2.3173","2.3206","2.3262","2.3100","-0.23%"
"Dec 23, 2014","2.3226","2.3134","2.3267","2.3100","0.34%"
"Dec 22, 2014","2.3148","2.3079","2.3237","2.3070","0.12%"
"Dec 19, 2014","2.3121","2.3211","2.3347","2.3070","-0.47%"
"Dec 18, 2014","2.3230","2.3380","2.3419","2.3090","-0.65%"
"Dec 17, 2014","2.3381","2.3590","2.3777","2.3070","-1.14%"
"Dec 16, 2014","2.3650","2.3741","2.4150","2.3390","-0.46%"
"Dec 15, 2014","2.3760","2.2965","2.3946","2.2905","3.35%"
"Dec 12, 2014","2.2990","2.2770","2.3117","2.2660","0.90%"
"Dec 11, 2014","2.2784","2.2655","2.2827","2.2550","0.53%"
"Dec 10, 2014","2.2663","2.2658","2.2702","2.2550","-0.05%"
"Dec 09, 2014","2.2674","2.2682","2.2721","2.2530","-0.05%"
"Dec 08, 2014","2.2686","2.2638","2.2822","2.2558","0.34%"
"Dec 05, 2014","2.2610","2.2335","2.2662","2.2300","1.20%"
"Dec 04, 2014","2.2342","2.2390","2.2452","2.2278","-0.35%"
"Dec 03, 2014","2.2420","2.2302","2.2465","2.2250","0.48%"
"Dec 02, 2014","2.2312","2.2140","2.2342","2.2115","0.74%"
"Dec 01, 2014","2.2149","2.2216","2.2302","2.2120","-0.21%"
"Nov 28, 2014","2.2196","2.2055","2.2236","2.2030","0.56%"
"Nov 27, 2014","2.2072","2.2096","2.2202","2.2034","-0.15%"
"Nov 26, 2014","2.2106","2.2180","2.2291","2.2075","-0.41%"
"Nov 25, 2014","2.2197","2.2289","2.2392","2.2178","-0.46%"
"Nov 24, 2014","2.2300","2.2198","2.2332","2.2145","0.37%"
"Nov 21, 2014","2.2218","2.2189","2.2294","2.2135","0.10%"
"Nov 20, 2014","2.2196","2.2312","2.2433","2.2175","-0.56%"
"Nov 19, 2014","2.2320","2.2203","2.2432","2.2180","0.48%"
"Nov 18, 2014","2.2214","2.2301","2.2322","2.2145","-0.44%"
"Nov 17, 2014","2.2312","2.2279","2.2347","2.2225","0.07%"
"Nov 14, 2014","2.2296","2.2409","2.2497","2.2283","-0.56%"
"Nov 13, 2014","2.2422","2.2520","2.2557","2.2326","-0.41%"
"Nov 12, 2014","2.2514","2.2558","2.2662","2.2450","-0.24%"
"Nov 11, 2014","2.2568","2.2585","2.2732","2.2541","-0.12%"
"Nov 10, 2014","2.2594","2.2559","2.2612","2.2420","0.06%"
"Nov 07, 2014","2.2580","2.2626","2.2820","2.2550","-0.25%"
"Nov 06, 2014","2.2636","2.2429","2.2662","2.2320","0.86%"
"Nov 05, 2014","2.2443","2.2205","2.2497","2.2200","0.94%"
"Nov 04, 2014","2.2235","2.2324","2.2386","2.2160","-0.54%"
"Nov 03, 2014","2.2355","2.2169","2.2435","2.2169","0.52%"
"Oct 31, 2014","2.2240","2.1971","2.2275","2.1875","1.15%"
"Oct 30, 2014","2.1988","2.2143","2.2267","2.1959","-0.74%"
"Oct 29, 2014","2.2153","2.2055","2.2193","2.1890","0.39%"
"Oct 28, 2014","2.2066","2.2288","2.2335","2.2000","-1.02%"
"Oct 27, 2014","2.2294","2.2275","2.2437","2.2275","-0.09%"
"Oct 24, 2014","2.2313","2.2353","2.2442","2.2290","-0.21%"
"Oct 23, 2014","2.2360","2.2458","2.2520","2.2270","-0.46%"
"Oct 22, 2014","2.2463","2.2445","2.2512","2.2380","0.05%"
"Oct 21, 2014","2.2451","2.2432","2.2482","2.2330","0.06%"
"Oct 20, 2014","2.2437","2.2439","2.2529","2.2370","-0.10%"
"Oct 17, 2014","2.2460","2.2615","2.2682","2.2415","-0.75%"
"Oct 16, 2014","2.2629","2.2689","2.2857","2.2575","-0.28%"
"Oct 15, 2014","2.2693","2.2716","2.2862","2.2525","-0.16%"
"Oct 14, 2014","2.2730","2.2684","2.2882","2.2650","0.14%"
"Oct 13, 2014","2.2698","2.2858","2.2875","2.2630","-0.81%"
"Oct 10, 2014","2.2884","2.2692","2.2892","2.2680","0.83%"
"Oct 09, 2014","2.2695","2.2604","2.2704","2.2485","0.29%"
"Oct 08, 2014","2.2630","2.2738","2.2977","2.2592","-0.54%"
"Oct 07, 2014","2.2753","2.2667","2.2797","2.2625","0.33%"
"Oct 06, 2014","2.2678","2.2904","2.2931","2.2650","-1.15%"
"Oct 03, 2014","2.2942","2.2661","2.3071","2.2630","1.22%"
"Oct 02, 2014","2.2665","2.2827","2.2852","2.2625","-0.74%"
"Oct 01, 2014","2.2833","2.2777","2.2937","2.2730","0.22%"
"Sep 30, 2014","2.2782","2.2794","2.2887","2.2680","-0.02%"
"Sep 29, 2014","2.2786","2.2613","2.2907","2.2595","0.72%"
"Sep 26, 2014","2.2623","2.2604","2.2687","2.2515","0.06%"
"Sep 25, 2014","2.2610","2.2356","2.2677","2.2345","1.09%"
"Sep 24, 2014","2.2366","2.2396","2.2427","2.2270","-0.12%"
"Sep 23, 2014","2.2393","2.2400","2.2421","2.2255","-0.06%"
"Sep 22, 2014","2.2407","2.2321","2.2497","2.2270","0.27%"
"Sep 19, 2014","2.2347","2.2245","2.2407","2.2154","0.39%"
"Sep 18, 2014","2.2260","2.2236","2.2372","2.2125","0.08%"
"Sep 17, 2014","2.2243","2.2029","2.2288","2.1995","0.95%"
"Sep 16, 2014","2.2033","2.2112","2.2207","2.1970","-0.40%"
"Sep 15, 2014","2.2121","2.2196","2.2234","2.2050","-0.49%"
"Sep 12, 2014","2.2230","2.1999","2.2234","2.1960","1.01%"
"Sep 11, 2014","2.2007","2.1918","2.2029","2.1840","0.36%"
"Sep 10, 2014","2.1929","2.1957","2.2152","2.1905","-0.15%"
"Sep 09, 2014","2.1963","2.1720","2.2050","2.1670","1.05%"
"Sep 08, 2014","2.1735","2.1578","2.1744","2.1550","0.67%"
"Sep 05, 2014","2.1590","2.1626","2.1709","2.1510","-0.19%"
"Sep 04, 2014","2.1632","2.1561","2.1649","2.1430","0.25%"
"Sep 03, 2014","2.1577","2.1712","2.1742","2.1525","-0.69%"
"Sep 02, 2014","2.1726","2.1595","2.1797","2.1577","0.55%"
"Sep 01, 2014","2.1607","2.1598","2.1664","2.1530","-0.15%"
"Aug 29, 2014","2.1639","2.1569","2.1646","2.1490","0.26%"
"Aug 28, 2014","2.1583","2.1535","2.1720","2.1510","0.20%"
"Aug 27, 2014","2.1539","2.1642","2.1677","2.1470","-0.54%"
"Aug 26, 2014","2.1655","2.1780","2.1810","2.1595","-0.62%"
"Aug 25, 2014","2.1790","2.1779","2.1820","2.1725","0.16%"
"Aug 22, 2014","2.1755","2.1765","2.1850","2.1670","-0.11%"
"Aug 21, 2014","2.1779","2.1850","2.1881","2.1655","-0.37%"
"Aug 20, 2014","2.1860","2.1606","2.1860","2.1575","1.10%"
"Aug 19, 2014","2.1622","2.1634","2.1680","2.1555","-0.07%"
"Aug 18, 2014","2.1638","2.1616","2.1750","2.1610","-0.15%"
"Aug 15, 2014","2.1671","2.1512","2.1770","2.1450","0.71%"
"Aug 14, 2014","2.1518","2.1561","2.1640","2.1440","-0.24%"
"Aug 13, 2014","2.1569","2.1639","2.1650","2.1490","-0.34%"
"Aug 12, 2014","2.1642","2.1499","2.1688","2.1480","0.64%"
"Aug 11, 2014","2.1505","2.1432","2.1580","2.1320","0.26%"
"Aug 08, 2014","2.1450","2.1645","2.1873","2.1400","-1.02%"
"Aug 07, 2014","2.1671","2.1580","2.1710","2.1514","0.37%"
"Aug 06, 2014","2.1592","2.1521","2.1760","2.1504","0.31%"
"Aug 05, 2014","2.1525","2.1300","2.1528","2.1200","0.99%"
"Aug 04, 2014","2.1313","2.1299","2.1380","2.1245","-0.10%"
"Aug 01, 2014","2.1334","2.1415","2.1511","2.1225","-0.39%"
"Jul 31, 2014","2.1418","2.1319","2.1480","2.1260","0.42%"
"Jul 30, 2014","2.1328","2.1151","2.1410","2.1078","0.79%"
"Jul 29, 2014","2.1161","2.0984","2.1180","2.0977","0.80%"
"Jul 28, 2014","2.0993","2.0900","2.1032","2.0896","0.26%"
"Jul 25, 2014","2.0939","2.0926","2.0960","2.0860","0.10%"
"Jul 24, 2014","2.0918","2.0873","2.0978","2.0840","0.15%"
"Jul 23, 2014","2.0886","2.1054","2.1058","2.0830","-0.85%"
"Jul 22, 2014","2.1065","2.1172","2.1205","2.1019","-0.56%"
"Jul 21, 2014","2.1183","2.1203","2.1251","2.1123","-0.30%"
"Jul 18, 2014","2.1247","2.1402","2.1424","2.1187","-0.76%"
"Jul 17, 2014","2.1410","2.1182","2.1426","2.1170","1.02%"
"Jul 16, 2014","2.1193","2.1232","2.1270","2.1140","-0.23%"
"Jul 15, 2014","2.1241","2.1156","2.1270","2.1130","0.37%"
"Jul 14, 2014","2.1162","2.1169","2.1220","2.1100","-0.06%"
"Jul 11, 2014","2.1175","2.1223","2.1287","2.1145","-0.32%"
"Jul 10, 2014","2.1244","2.1142","2.1320","2.1120","0.43%"
"Jul 09, 2014","2.1154","2.1239","2.1280","2.1139","-0.46%"
"Jul 08, 2014","2.1251","2.1280","2.1310","2.1195","-0.20%"
"Jul 07, 2014","2.1293","2.1289","2.1370","2.1260","-0.17%"
"Jul 04, 2014","2.1329","2.1267","2.1350","2.1220","0.24%"
"Jul 03, 2014","2.1278","2.1297","2.1430","2.1240","-0.11%"
"Jul 02, 2014","2.1302","2.1273","2.1330","2.1210","0.08%"
"Jul 01, 2014","2.1285","2.1184","2.1310","2.1130","0.44%"
"Jun 30, 2014","2.1191","2.1229","2.1260","2.1160","-0.17%"
"Jun 27, 2014","2.1228","2.1252","2.1290","2.1190","-0.14%"
"Jun 26, 2014","2.1258","2.1310","2.1340","2.1210","-0.31%"
"Jun 25, 2014","2.1325","2.1414","2.1450","2.1260","-0.43%"
"Jun 24, 2014","2.1418","2.1363","2.1435","2.1240","0.21%"
"Jun 23, 2014","2.1373","2.1381","2.1470","2.1310","-0.15%"
"Jun 20, 2014","2.1405","2.1406","2.1500","2.1313","-0.10%"
"Jun 19, 2014","2.1426","2.1249","2.1445","2.1180","0.81%"
"Jun 18, 2014","2.1254","2.1488","2.1520","2.1226","-1.12%"
"Jun 17, 2014","2.1495","2.1411","2.1550","2.1270","0.33%"
"Jun 16, 2014","2.1424","2.1247","2.1450","2.1229","0.90%"
"Jun 13, 2014","2.1233","2.1107","2.1300","2.1075","0.55%"
"Jun 12, 2014","2.1117","2.1130","2.1237","2.0960","-0.24%"
"Jun 11, 2014","2.1167","2.0782","2.1174","2.0765","1.77%"
"Jun 10, 2014","2.0798","2.0847","2.0930","2.0760","-0.31%"
"Jun 09, 2014","2.0863","2.0754","2.0880","2.0720","0.39%"
"Jun 06, 2014","2.0781","2.0953","2.1015","2.0730","-0.87%"
"Jun 05, 2014","2.0963","2.1149","2.1161","2.0930","-0.91%"
"Jun 04, 2014","2.1156","2.1167","2.1280","2.1090","-0.08%"
"Jun 03, 2014","2.1173","2.1065","2.1207","2.0920","0.43%"
"Jun 02, 2014","2.1083","2.0959","2.1090","2.0890","0.53%"
"May 30, 2014","2.0971","2.0855","2.0981","2.0839","0.51%"
"May 29, 2014","2.0865","2.0984","2.1030","2.0820","-0.63%"
"May 28, 2014","2.0997","2.1010","2.1120","2.0959","-0.10%"
"May 27, 2014","2.1018","2.0820","2.1070","2.0816","0.91%"
"May 26, 2014","2.0829","2.0801","2.0890","2.0787","0.05%"
"May 23, 2014","2.0818","2.0809","2.0943","2.0740","0.02%"
"May 22, 2014","2.0813","2.0922","2.1010","2.0775","-0.61%"
"May 21, 2014","2.0940","2.1124","2.1188","2.0890","-0.92%"
"May 20, 2014","2.1134","2.0959","2.1160","2.0890","0.81%"
"May 19, 2014","2.0965","2.0956","2.1030","2.0874","-0.16%"
"May 16, 2014","2.0998","2.0975","2.1058","2.0875","0.07%"
"May 15, 2014","2.0983","2.0686","2.1030","2.0670","1.33%"
"May 14, 2014","2.0707","2.0671","2.0810","2.0570","0.11%"
"May 13, 2014","2.0684","2.0797","2.0816","2.0605","-0.60%"
"May 12, 2014","2.0809","2.0749","2.0870","2.0665","0.17%"
"May 09, 2014","2.0773","2.0726","2.0860","2.0680","0.17%"
"May 08, 2014","2.0738","2.0807","2.0850","2.0635","-0.39%"
"May 07, 2014","2.0819","2.0892","2.0990","2.0785","-0.39%"
"May 06, 2014","2.0900","2.0992","2.1014","2.0865","-0.49%"
"May 05, 2014","2.1003","2.1063","2.1063","2.0910","-0.17%"
"May 02, 2014","2.1038","2.1041","2.1131","2.0930","-0.08%"
"May 01, 2014","2.1054","2.1110","2.1135","2.1000","-0.34%"
"Apr 30, 2014","2.1125","2.1195","2.1260","2.1070","-0.41%"
"Apr 29, 2014","2.1212","2.1245","2.1283","2.1120","-0.21%"
"Apr 28, 2014","2.1256","2.1332","2.1410","2.1190","-0.39%"
"Apr 25, 2014","2.1340","2.1344","2.1414","2.1270","-0.07%"
"Apr 24, 2014","2.1356","2.1483","2.1508","2.1230","-0.69%"
"Apr 23, 2014","2.1504","2.1402","2.1530","2.1360","0.42%"
"Apr 22, 2014","2.1415","2.1323","2.1440","2.1280","0.35%"
"Apr 21, 2014","2.1341","2.1250","2.1360","2.1217","0.21%"
"Apr 18, 2014","2.1296","2.1232","2.1320","2.1202","0.15%"
"Apr 17, 2014","2.1265","2.1349","2.1365","2.1173","-0.44%"
"Apr 16, 2014","2.1359","2.1401","2.1425","2.1240","-0.32%"
"Apr 15, 2014","2.1428","2.1148","2.1445","2.1110","1.04%"
"Apr 14, 2014","2.1208","2.1161","2.1350","2.1103","0.37%"
"Apr 11, 2014","2.1129","2.1075","2.1290","2.1010","0.17%"
"Apr 10, 2014","2.1093","2.1020","2.1130","2.0873","0.26%"
"Apr 09, 2014","2.1038","2.0954","2.1240","2.0923","0.36%"
"Apr 08, 2014","2.0962","2.1092","2.1132","2.0835","-0.67%"
"Apr 07, 2014","2.1103","2.1133","2.1250","2.1045","-0.15%"
"Apr 04, 2014","2.1135","2.1300","2.1455","2.1020","-0.90%"
"Apr 03, 2014","2.1327","2.1290","2.1435","2.1226","0.24%"
"Apr 02, 2014","2.1276","2.1353","2.1490","2.1152","-0.48%"
"Apr 01, 2014","2.1378","2.1380","2.1550","2.1306","-0.14%"
"Mar 31, 2014","2.1407","2.1869","2.1869","2.1298","-2.29%"
"Mar 28, 2014","2.1909","2.1840","2.1970","2.1787","0.17%"
"Mar 27, 2014","2.1872","2.1927","2.2020","2.1710","-0.22%"
"Mar 26, 2014","2.1921","2.2158","2.2220","2.1843","-1.10%"
"Mar 25, 2014","2.2165","2.2359","2.2400","2.2105","-0.93%"
"Mar 24, 2014","2.2372","2.2333","2.2430","2.2288","0.17%"
"Mar 21, 2014","2.2335","2.2283","2.2439","2.2213","0.18%"
"Mar 20, 2014","2.2294","2.2362","2.2450","2.2201","-0.48%"
"Mar 19, 2014","2.2401","2.2165","2.2417","2.2116","0.96%"
"Mar 18, 2014","2.2188","2.2180","2.2300","2.2109","-0.05%"
"Mar 17, 2014","2.2198","2.2159","2.2270","2.2103","0.31%"
"Mar 14, 2014","2.2130","2.2314","2.2416","2.2072","-0.88%"
"Mar 13, 2014","2.2327","2.2313","2.2362","2.2153","0.02%"
"Mar 12, 2014","2.2323","2.2456","2.2582","2.2263","-0.64%"
"Mar 11, 2014","2.2466","2.2181","2.2466","2.2100","1.26%"
"Mar 10, 2014","2.2186","2.2030","2.2240","2.2000","0.59%"
"Mar 07, 2014","2.2055","2.1795","2.2067","2.1770","1.16%"
"Mar 06, 2014","2.1803","2.2024","2.2080","2.1736","-1.03%"
"Mar 05, 2014","2.2031","2.2051","2.2120","2.1970","-0.15%"
"Mar 04, 2014","2.2065","2.2309","2.2312","2.2010","-1.15%"
"Mar 03, 2014","2.2321","2.2004","2.2340","2.2004","1.03%"
"Feb 28, 2014","2.2093","2.2122","2.2240","2.1997","-0.20%"
"Feb 27, 2014","2.2138","2.2252","2.2465","2.2098","-0.63%"
"Feb 26, 2014","2.2279","2.2109","2.2530","2.1950","0.71%"
"Feb 25, 2014","2.2122","2.2017","2.2220","2.1885","0.46%"
"Feb 24, 2014","2.2021","2.1788","2.2021","2.1670","1.07%"
"Feb 21, 2014","2.1787","2.1986","2.2035","2.1710","-1.03%"
"Feb 20, 2014","2.2013","2.2118","2.2195","2.1922","-0.60%"
"Feb 19, 2014","2.2145","2.1791","2.2148","2.1712","1.56%"
"Feb 18, 2014","2.1804","2.1759","2.1860","2.1701","0.17%"
